id,originalId,name,details,reviews
57482,4debb38b88774880e33cb73e,TfL Bus 428,http://tour-pedia.org/api/getPlaceDetails?id=57482,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57482
57493,4dec2f4888774880e34a0b2d,Stanstead Road,http://tour-pedia.org/api/getPlaceDetails?id=57493,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57493
57504,4decb14b88774880e3541a96,Gate C55,http://tour-pedia.org/api/getPlaceDetails?id=57504,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57504
57506,4decb58922713dd973cbfd95,TfL Bus K4,http://tour-pedia.org/api/getPlaceDetails?id=57506,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57506
57551,4dee5f3efa76b21ed999d40c,TfL Bus 241,http://tour-pedia.org/api/getPlaceDetails?id=57551,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57551
57588,4df0716952b1faff632424b5,Edith Grove Bus Stop HE,http://tour-pedia.org/api/getPlaceDetails?id=57588,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57588
57599,4df0e2e3d4c04d0392c7ef85,Uxbridge Police Station,http://tour-pedia.org/api/getPlaceDetails?id=57599,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57599
57620,4df1e662b0fb807158bb80d6,Gate C54,http://tour-pedia.org/api/getPlaceDetails?id=57620,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57620
57623,4df22f5145dd4e26933b4f78,Veals Mead,http://tour-pedia.org/api/getPlaceDetails?id=57623,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57623
57625,4df24b9e1f6e818dadfc20c8,Addington Medical,http://tour-pedia.org/api/getPlaceDetails?id=57625,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57625
57652,4df34fc818386ecb4e2fd678,TfL Bus 132,http://tour-pedia.org/api/getPlaceDetails?id=57652,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57652
57692,4df48261e4cda09e6da6d942,Thames Road,http://tour-pedia.org/api/getPlaceDetails?id=57692,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57692
57725,4df5bc1962e1288ed30b736b,TfL Bus 57,http://tour-pedia.org/api/getPlaceDetails?id=57725,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57725
57733,4df6133cb61cbd3ec023d16e,Barnet Independent Living,http://tour-pedia.org/api/getPlaceDetails?id=57733,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57733
57749,4df6e90db61c40d585eb2c5d,Terminal 5C,http://tour-pedia.org/api/getPlaceDetails?id=57749,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57749
57785,4df7cbcc1f6e448ec28d94bf,Kings Cross (KGX) to York (YRK) Train,http://tour-pedia.org/api/getPlaceDetails?id=57785,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57785
57788,4df8769bfa76e4d6e2166d3c,TfL Bus 54,http://tour-pedia.org/api/getPlaceDetails?id=57788,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57788
